tweet_id;label;task;task_num;event
768741559324045312;0;during;2;creamfields
769909298562424834;1;during;2;creamfields
769622478662623232;0;during;2;creamfields
769634146792640512;0;during;2;creamfields
768904832354779136;0;during;2;creamfields
768735224859660288;1;during;2;creamfields
769500847273312256;0;during;2;creamfields
769443410990264321;1;during;2;creamfields
769306746070401028;0;during;2;creamfields
768577327773130752;1;during;2;creamfields
769586494193434624;1;during;2;creamfields
769653006065340416;0;during;2;creamfields
769198062736646144;0;during;2;creamfields
769479724406083584;1;during;2;creamfields
769474858556256256;0;during;2;creamfields
768695356842475520;0;during;2;creamfields
769487308982812673;1;during;2;creamfields
769246968300331008;1;during;2;creamfields
768923889548292098;0;during;2;creamfields
769501568039280640;0;during;2;creamfields
769460095541542912;1;during;2;creamfields
769527751476994049;0;during;2;creamfields
769463086659010566;0;during;2;creamfields
769190214736699392;0;during;2;creamfields
768960206365663232;0;during;2;creamfields
769507069862944768;0;during;2;creamfields
769260277745479680;1;during;2;creamfields
768915257691627520;1;during;2;creamfields
769532042103128064;0;during;2;creamfields
768954591559950336;0;during;2;creamfields
769410196535971840;1;during;2;creamfields
769549059703107584;0;during;2;creamfields
769597026267004928;0;during;2;creamfields
769947988265463808;0;during;2;creamfields
769667244712423424;0;during;2;creamfields
769600440304558080;0;during;2;creamfields
768712003254878208;0;during;2;creamfields
769668181178941440;0;during;2;creamfields
769472599923494912;1;during;2;creamfields
768694924984410116;1;during;2;creamfields
769650809328037888;0;during;2;creamfields
769516916750811136;0;during;2;creamfields
768690681430827008;1;during;2;creamfields
769650157457698823;0;during;2;creamfields
769833750075244544;0;during;2;creamfields
769892011386236933;1;during;2;creamfields
768926946256384001;0;during;2;creamfields
769851489338654720;0;during;2;creamfields
769913645526556672;1;during;2;creamfields
769241446130024448;1;during;2;creamfields
769608246768304128;0;during;2;creamfields
769529930174562304;0;during;2;creamfields
768920003668242432;0;during;2;creamfields
769078918439731200;1;during;2;creamfields
769640796874240001;0;during;2;creamfields
768913027664150533;0;during;2;creamfields
769273834658734083;0;during;2;creamfields
769189016201814016;0;during;2;creamfields
768705987683418112;0;during;2;creamfields
769512943750901760;1;during;2;creamfields
769590596466053124;0;during;2;creamfields
768728575621079040;0;during;2;creamfields
769117216524607492;0;during;2;creamfields
769903871489703937;0;during;2;creamfields
769288942395023360;0;during;2;creamfields
769313028944920577;0;during;2;creamfields
768972716745555968;0;during;2;creamfields
768836084633575424;1;during;2;creamfields
768827133242335232;0;during;2;creamfields
769296241251520512;0;during;2;creamfields
769534512925671425;0;during;2;creamfields
769907013753208832;1;during;2;creamfields
769483674744188928;0;during;2;creamfields
768879681126952960;0;during;2;creamfields
769822857446748160;0;during;2;creamfields
769880432355774464;0;during;2;creamfields
769258926567227392;0;during;2;creamfields
768864974500466689;0;during;2;creamfields
769634064802295809;1;during;2;creamfields
768800340753969152;1;during;2;creamfields
769281774165917696;1;during;2;creamfields
769655755108679680;0;during;2;creamfields
769849394917150720;0;during;2;creamfields
769402764078280705;1;during;2;creamfields
769714923270246400;1;during;2;creamfields
769166228636262400;0;during;2;creamfields
769930309601226753;0;during;2;creamfields
769519391776079872;0;during;2;creamfields
769738615236722689;1;during;2;creamfields
769565184071503872;0;during;2;creamfields
768862944713175040;1;during;2;creamfields
768858759489810433;0;during;2;creamfields
769493493232328704;0;during;2;creamfields
769925019514306560;1;during;2;creamfields
769125423124996096;0;during;2;creamfields
769934881249857536;1;during;2;creamfields
769295935679725568;0;during;2;creamfields
768931128355020802;0;during;2;creamfields
769817642693648384;1;during;2;creamfields
770002964568219648;0;during;2;creamfields
768802065128759296;0;during;2;creamfields
769930963161747457;0;during;2;creamfields
769270640616546305;0;during;2;creamfields
769206825770254336;1;during;2;creamfields
768761061323472896;1;during;2;creamfields
768831870222106624;1;during;2;creamfields
769097356226752512;0;during;2;creamfields
768853056339533824;1;during;2;creamfields
769321331963953152;0;during;2;creamfields
769277701400174592;1;during;2;creamfields
768770673540038657;0;during;2;creamfields
768778705997008897;0;during;2;creamfields
768687670042189824;1;during;2;creamfields
768804512337461248;0;during;2;creamfields
769302913063583744;1;during;2;creamfields
768894872765988864;0;during;2;creamfields
769049499570466816;0;during;2;creamfields
769642815978627072;1;during;2;creamfields
769121488121237504;0;during;2;creamfields
769309964477300740;1;during;2;creamfields
769525470857756678;0;during;2;creamfields
769067808839835648;1;during;2;creamfields
768939487955222528;0;during;2;creamfields
769231119338397700;1;during;2;creamfields
769301713375428609;0;during;2;creamfields
769474760711495681;0;during;2;creamfields
768918350546231296;0;during;2;creamfields
769588493769138176;0;during;2;creamfields
769080148230545408;0;during;2;creamfields
769266464658456576;0;during;2;creamfields
769383590694162432;0;during;2;creamfields
769079205682438144;1;during;2;creamfields
768938109803397120;1;during;2;creamfields
768837268538793984;1;during;2;creamfields
769990198721667072;1;during;2;creamfields
768817204565516288;0;during;2;creamfields
769104737492959234;1;during;2;creamfields
769052874722709504;1;during;2;creamfields
769538640720592896;0;during;2;creamfields
769587801868337152;0;during;2;creamfields
769654143527124992;0;during;2;creamfields
769962202266759168;1;during;2;creamfields
768714700817326080;0;during;2;creamfields
770014699610144769;0;during;2;creamfields
769568237625413632;0;during;2;creamfields
770006539834908672;1;during;2;creamfields
769273483884957698;1;during;2;creamfields
769109687665033216;0;during;2;creamfields
768970549217357824;0;during;2;creamfields
768869872801550336;1;during;2;creamfields
770009525747322883;0;during;2;creamfields
769214825926918145;1;during;2;creamfields
768998693001392128;0;during;2;creamfields
769871526493560834;1;during;2;creamfields
768710808536768516;0;during;2;creamfields
769976593120976897;0;during;2;creamfields
769664074951065600;0;during;2;creamfields
769142524736831488;1;during;2;creamfields
769280460610473985;0;during;2;creamfields
768939707417985024;1;during;2;creamfields
769528499908599808;0;during;2;creamfields
768872058881241088;1;during;2;creamfields
769945575940816896;1;during;2;creamfields
769174357625151488;0;during;2;creamfields
769093882176942080;1;during;2;creamfields
769113555438301184;1;during;2;creamfields
768767041981546496;0;during;2;creamfields
769206189209116673;0;during;2;creamfields
769919333791305728;1;during;2;creamfields
769823955742027777;0;during;2;creamfields
768907840509530112;0;during;2;creamfields
769920331049897984;1;during;2;creamfields
768697282959204352;0;during;2;creamfields
769728300587618308;1;during;2;creamfields
769504709119967232;0;during;2;creamfields
769512196917395456;0;during;2;creamfields
768696289894727680;0;during;2;creamfields
769509064929841152;0;during;2;creamfields
769967441413804032;0;during;2;creamfields
769084236150235140;1;during;2;creamfields
768763047561289729;0;during;2;creamfields
768860938900480002;0;during;2;creamfields
769648528314556417;0;during;2;creamfields
769607942354137088;0;during;2;creamfields
769587986107293699;0;during;2;creamfields
768885982317973504;1;during;2;creamfields
769502568015953920;0;during;2;creamfields
769090891084627969;0;during;2;creamfields
768999253200998400;1;during;2;creamfields
769313669972893697;0;during;2;creamfields
769816016604033024;1;during;2;creamfields
769565979424780288;0;during;2;creamfields
769586817595084800;0;during;2;creamfields
769883401113526272;1;during;2;creamfields
769547787683835905;1;during;2;creamfields
769130081356742656;0;during;2;creamfields
769248092801667072;1;during;2;creamfields
769640432028491776;0;during;2;creamfields
769054164085313536;0;during;2;creamfields
768725965681852416;1;during;2;creamfields
769877650416537600;1;during;2;creamfields
769623314306400256;0;during;2;creamfields
768764569099636737;1;during;2;creamfields
769281735104266240;1;during;2;creamfields
769481843565555712;0;during;2;creamfields
768761351556726785;0;during;2;creamfields
769570311805235200;0;during;2;creamfields
769465648401485824;1;during;2;creamfields
769217552941715456;0;during;2;creamfields
769927694964367361;0;during;2;creamfields
769996376411373572;0;during;2;creamfields
768782932957880320;0;during;2;creamfields
769059151691583488;0;during;2;creamfields
768950334333054976;0;during;2;creamfields
769891815424229376;0;during;2;creamfields
769840993302515713;0;during;2;creamfields
768815664152862721;0;during;2;creamfields
768931577774628864;0;during;2;creamfields
769983520534061056;1;during;2;creamfields
769272374659284992;1;during;2;creamfields
768906380577218560;0;during;2;creamfields
769574686703423488;0;during;2;creamfields
769972016032219137;0;during;2;creamfields
769956367905988608;0;during;2;creamfields
768939054469701632;1;during;2;creamfields
769474720974725120;0;during;2;creamfields
768841365040103424;0;during;2;creamfields
769534728756133888;0;during;2;creamfields
769505321517625344;1;during;2;creamfields
769242696254885888;0;during;2;creamfields
769269896962306048;1;during;2;creamfields
768731127188221952;1;during;2;creamfields
769900474447331329;1;during;2;creamfields
769129897080025088;0;during;2;creamfields
769977042070867968;1;during;2;creamfields
769587896756174850;1;during;2;creamfields
768733209794338817;0;during;2;creamfields
769316465837240320;1;during;2;creamfields
768859481576972288;0;during;2;creamfields
769127842978332672;0;during;2;creamfields
769087423762620417;0;during;2;creamfields
768731021827248128;1;during;2;creamfields
769901800384192512;0;during;2;creamfields
769464749377499136;1;during;2;creamfields
769227532197629953;1;during;2;creamfields
769814796770344960;1;during;2;creamfields
769444795165110272;0;during;2;creamfields
769096385241161728;0;during;2;creamfields
769593892350070784;0;during;2;creamfields
768915118231027712;0;during;2;creamfields
769191486156144640;0;during;2;creamfields
769669774007758849;0;during;2;creamfields
769629689019269120;0;during;2;creamfields
769978359971545088;0;during;2;creamfields
768572751347146760;0;during;2;creamfields
769593809885855744;1;during;2;creamfields
768705709462675456;0;during;2;creamfields
769650900617072640;0;during;2;creamfields
768899363137519616;0;during;2;creamfields
769629176433405952;0;during;2;creamfields
769255816205656065;0;during;2;creamfields
768586608622899200;0;during;2;creamfields
769148159176142848;1;during;2;creamfields
768701954667192320;0;during;2;creamfields
769903614664073216;0;during;2;creamfields
769270467970629632;1;during;2;creamfields
769617146267721733;0;during;2;creamfields
769147720770674689;0;during;2;creamfields
769932355461054470;1;during;2;creamfields
769232461373050880;0;during;2;creamfields
769562666402586625;0;during;2;creamfields
769915930621124608;0;during;2;creamfields
769108366580916224;1;during;2;creamfields
769637624650854401;0;during;2;creamfields
769103017350139904;1;during;2;creamfields
768940911048925184;0;during;2;creamfields
768861913845493760;1;during;2;creamfields
769216671944933376;0;during;2;creamfields
769513437822988288;0;during;2;creamfields
768866783965110272;1;during;2;creamfields
768942374475198465;1;during;2;creamfields
770014052370243584;0;during;2;creamfields
769849191493406720;0;during;2;creamfields
769566466819502081;0;during;2;creamfields
768761557450883072;1;during;2;creamfields
768938137116635136;1;during;2;creamfields
768745501781024773;0;during;2;creamfields
768581456096534529;1;during;2;creamfields
769105493021384704;1;during;2;creamfields
768865544606973952;0;during;2;creamfields
769489192028078080;0;during;2;creamfields
768779101608050688;1;during;2;creamfields
769807506289922048;1;during;2;creamfields
769519313476804608;1;during;2;creamfields
769092412065062912;0;during;2;creamfields
768682723762397184;1;during;2;creamfields
769506674252079104;1;during;2;creamfields
769068575084666881;0;during;2;creamfields
769459392098004992;1;during;2;creamfields
769513206914088960;1;during;2;creamfields
769466688492437504;0;during;2;creamfields
769476992777461760;1;during;2;creamfields
